,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,city,dates,theatre,city_opening_date,city_closing_date
10314,10314,10314,10314,Ragtime (Tour),"Boston, MA","Jan 20, 1999 - Mar 28, 1999",Emerson Colonial Theatre,1999-01-20 00:00:00,1999-03-28 00:00:00
10315,10315,10315,10315,Ragtime (Tour),"Seattle, WA","Dec 02, 1998 - Jan 03, 1999",Paramount Theatre,1998-12-02 00:00:00,1999-01-03 00:00:00
10316,10316,10316,10316,Ragtime (Tour),"Minneapolis, MN","Oct 07, 1998 - Nov 22, 1998",Orpheum Theatre - Minneapolis,1998-10-07 00:00:00,1998-11-22 00:00:00
10317,10317,10317,10317,Ragtime (Tour),"Denver, CO","Aug 19, 1998 - Sep 27, 1998",Buell Theatre,1998-08-19 00:00:00,1998-09-27 00:00:00
10318,10318,10318,10318,Ragtime (Tour),"Washington, DC","Apr 14, 1998 - Aug 09, 1998",National Theatre,1998-04-14 00:00:00,1998-08-09 00:00:00
10319,10319,10319,10319,Sunset Boulevard (Tour),"Chicago, IL","Mar 28, 1997 - Jun 07, 1997",Civic Opera House,1997-03-28 00:00:00,1997-06-07 00:00:00
10320,10320,10320,10320,Sunset Boulevard (Tour),"St. Louis, MO","Feb 14, 1997 - Mar 23, 1997",Fox Theatre - St. Louis,1997-02-14 00:00:00,1997-03-23 00:00:00
10321,10321,10321,10321,Sunset Boulevard (Tour),"Minneapolis, MN","Dec 23, 1996 - Feb 09, 1997",Orpheum Theatre - Minneapolis,1996-12-23 00:00:00,1997-02-09 00:00:00
10322,10322,10322,10322,Sunset Boulevard (Tour),"Tampa, FL","Nov 16, 1996 - Dec 21, 1996","David A. Straz, Jr. Center for the Performing Arts",1996-11-16 00:00:00,1996-12-21 00:00:00
10323,10323,10323,10323,Sunset Boulevard (Tour),"Fort Lauderdale, FL","Sep 29, 1996 - Nov 10, 1996",Broward Center For The Performing Arts,1996-09-29 00:00:00,1996-11-10 00:00:00
10324,10324,10324,10324,Sunset Boulevard (Tour),"Cincinnati, OH","Aug 20, 1996 - Sep 22, 1996",Aronoff Center For The Arts: Procter &amp; Gamble Hall,1996-08-20 00:00:00,1996-09-22 00:00:00
10325,10325,10325,10325,Sunset Boulevard (Tour),"Denver, CO","Jun 28, 1996 - Aug 11, 1996",Buell Theatre,1996-06-28 00:00:00,1996-08-11 00:00:00
10326,10326,10326,10326,Beauty and the Beast (Tour),"Louisville, KY","Feb 18, 1999 - Mar 07, 1999",Kentucky Center For The Performing Arts,1999-02-18 00:00:00,1999-03-07 00:00:00
10327,10327,10327,10327,Beauty and the Beast (Tour),"East Lansing, MI","Jan 21, 1999 - Feb 14, 1999",Wharton Center for the Performing Arts,1999-01-21 00:00:00,1999-02-14 00:00:00
10328,10328,10328,10328,Beauty and the Beast (Tour),"Tampa, FL","Dec 03, 1998 - Jan 17, 1999","David A. Straz, Jr. Center for the Performing Arts",1998-12-03 00:00:00,1999-01-17 00:00:00
10329,10329,10329,10329,Beauty and the Beast (Tour),"Fort Lauderdale, FL","Oct 16, 1998 - Nov 29, 1998",Broward Center For The Performing Arts,1998-10-16 00:00:00,1998-11-29 00:00:00
10330,10330,10330,10330,Beauty and the Beast (Tour),"Hartford, CT","Sep 10, 1998 - Oct 11, 1998",Bushnell,1998-09-10 00:00:00,1998-10-11 00:00:00
10331,10331,10331,10331,Beauty and the Beast (Tour),"Boston, MA","Jul 02, 1998 - Sep 06, 1998",Wang Theatre at the Boch Center,1998-07-02 00:00:00,1998-09-06 00:00:00
10332,10332,10332,10332,Beauty and the Beast (Tour),"Cincinnati, OH","May 22, 1998 - Jun 28, 1998",Aronoff Center For The Arts: Procter &amp; Gamble Hall,1998-05-22 00:00:00,1998-06-28 00:00:00
10333,10333,10333,10333,Beauty and the Beast (Tour),"Cleveland, OH","Apr 03, 1998 - May 17, 1998",KeyBank State Theatre,1998-04-03 00:00:00,1998-05-17 00:00:00
10334,10334,10334,10334,Beauty and the Beast (Tour),"Chicago, IL","Oct 04, 1997 - Mar 29, 1998",Chicago Theatre,1997-10-04 00:00:00,1998-03-29 00:00:00
10335,10335,10335,10335,Beauty and the Beast (Tour),"Dallas, TX","Sep 04, 1997 - Oct 12, 1997",Music Hall At Fair Park,1997-09-04 00:00:00,1997-10-12 00:00:00
10336,10336,10336,10336,Beauty and the Beast (Tour),"Denver, CO","Jul 18, 1997 - Aug 31, 1997",Buell Theatre,1997-07-18 00:00:00,1997-08-31 00:00:00
10337,10337,10337,10337,Beauty and the Beast (Tour),"San Diego, CA","Jun 17, 1997 - Jul 13, 1997",San Diego Civic Theatre,1997-06-17 00:00:00,1997-07-13 00:00:00
10338,10338,10338,10338,Beauty and the Beast (Tour),"Portland, OR","May 13, 1997 - Jun 15, 1997",Keller Auditorium,1997-05-13 00:00:00,1997-06-15 00:00:00
10339,10339,10339,10339,Beauty and the Beast (Tour),"Seattle, WA","Feb 08, 1997 - Apr 27, 1997",5th Avenue Theatre,1997-02-08 00:00:00,1997-04-27 00:00:00
10340,10340,10340,10340,Beauty and the Beast (Tour),"Tempe, AZ","Dec 30, 1996 - Feb 02, 1997",ASU Gammage,1996-12-30 00:00:00,1997-02-02 00:00:00
10341,10341,10341,10341,Beauty and the Beast (Tour),"New Orleans, LA","Nov 15, 1996 - Dec 29, 1996",Saenger Theatre (LA),1996-11-15 00:00:00,1996-12-29 00:00:00
10342,10342,10342,10342,Beauty and the Beast (Tour),"Atlanta, GA","Oct 04, 1996 - Nov 10, 1996",Fox Theatre,1996-10-04 00:00:00,1996-11-10 00:00:00
10343,10343,10343,10343,Beauty and the Beast (Tour),"Washington, DC","Jun 01, 1996 - Sep 29, 1996",Opera House (DC),1996-06-01 00:00:00,1996-09-29 00:00:00
10344,10344,10344,10344,Beauty and the Beast (Tour),"Detroit, MI","Mar 19, 1996 - May 26, 1996",Masonic Temple Theatre,1996-03-19 00:00:00,1996-05-26 00:00:00
10345,10345,10345,10345,Beauty and the Beast (Tour),"St. Louis, MO","Feb 08, 1996 - Mar 10, 1996",Fox Theatre - St. Louis,1996-02-08 00:00:00,1996-03-10 00:00:00
10346,10346,10346,10346,Beauty and the Beast (Tour),"Minneapolis, MN","Nov 07, 1995 - Jan 28, 1996",Orpheum Theatre - Minneapolis,1995-11-07 00:00:00,1996-01-28 00:00:00
10347,10347,10347,10347,Beauty and the Beast (Tour),"Philadelphia, PA","Jul 21, 2003 - Aug 03, 2003",Academy Of Music: Kimmel Center,2003-07-21 00:00:00,2003-08-03 00:00:00
10348,10348,10348,10348,Beauty and the Beast (Tour),"Greenville, SC","Jul 14, 2003 - Jul 20, 2003",Peace Center For The Performing Arts,2003-07-14 00:00:00,2003-07-20 00:00:00
10349,10349,10349,10349,Beauty and the Beast (Tour),"Kansas City, MO","Jul 07, 2003 - Jul 13, 2003",Starlight Theatre,2003-07-07 00:00:00,2003-07-13 00:00:00
10350,10350,10350,10350,Beauty and the Beast (Tour),"Dallas, TX","Jun 24, 2003 - Jul 06, 2003",Music Hall At Fair Park,2003-06-24 00:00:00,2003-07-06 00:00:00
10351,10351,10351,10351,Beauty and the Beast (Tour),"Jacksonville, FL","Jun 16, 2003 - Jun 22, 2003",Moran Theatre at Times Union Center,2003-06-16 00:00:00,2003-06-22 00:00:00
10352,10352,10352,10352,Beauty and the Beast (Tour),"St. Louis, MO","Jun 09, 2003 - Jun 15, 2003",Fox Theatre - St. Louis,2003-06-09 00:00:00,2003-06-15 00:00:00
10353,10353,10353,10353,Beauty and the Beast (Tour),"Washington, DC","May 19, 2003 - Jun 08, 2003",National Theatre,2003-05-19 00:00:00,2003-06-08 00:00:00
10354,10354,10354,10354,Beauty and the Beast (Tour),"Detroit, MI","Apr 28, 2003 - May 18, 2003",Fisher Theatre,2003-04-28 00:00:00,2003-05-18 00:00:00
10355,10355,10355,10355,Beauty and the Beast (Tour),"Louisville, KY","Apr 21, 2003 - Apr 27, 2003",Kentucky Center For The Performing Arts,2003-04-21 00:00:00,2003-04-27 00:00:00
10356,10356,10356,10356,Beauty and the Beast (Tour),"Roanoke, VA","Apr 14, 2003 - Apr 20, 2003",Berglund Performing Arts Center,2003-04-14 00:00:00,2003-04-20 00:00:00
10357,10357,10357,10357,Beauty and the Beast (Tour),"Providence, RI","Apr 07, 2003 - Apr 13, 2003",Providence Performing Arts Center,2003-04-07 00:00:00,2003-04-13 00:00:00
10358,10358,10358,10358,Beauty and the Beast (Tour),"Hartford, CT","Mar 31, 2003 - Apr 06, 2003",Bushnell,2003-03-31 00:00:00,2003-04-06 00:00:00
10359,10359,10359,10359,Beauty and the Beast (Tour),"North Charleston, SC","Mar 24, 2003 - Mar 30, 2003",North Charleston Coliseum &amp; Performing Arts Center,2003-03-24 00:00:00,2003-03-30 00:00:00
10360,10360,10360,10360,Beauty and the Beast (Tour),"Atlanta, GA","Mar 10, 2003 - Mar 16, 2003",Fox Theatre,2003-03-10 00:00:00,2003-03-16 00:00:00
10361,10361,10361,10361,Beauty and the Beast (Tour),"Nashville, TN","Mar 03, 2003 - Mar 09, 2003",Andrew Jackson Hall At Tennessee Performing Arts Center,2003-03-03 00:00:00,2003-03-09 00:00:00
10362,10362,10362,10362,Beauty and the Beast (Tour),"Pittsburgh, PA","Feb 24, 2003 - Mar 02, 2003",Benedum Center,2003-02-24 00:00:00,2003-03-02 00:00:00
10363,10363,10363,10363,Beauty and the Beast (Tour),"South Bend, IN","Feb 17, 2003 - Feb 23, 2003",Morris Performing Arts Center,2003-02-17 00:00:00,2003-02-23 00:00:00
10364,10364,10364,10364,Beauty and the Beast (Tour),"Green Bay, WI","Feb 10, 2003 - Feb 16, 2003",Weidner Center For The Performing Arts,2003-02-10 00:00:00,2003-02-16 00:00:00
10365,10365,10365,10365,Beauty and the Beast (Tour),"Indianapolis, IN","Feb 03, 2003 - Feb 09, 2003",Murat Centre,2003-02-03 00:00:00,2003-02-09 00:00:00
10366,10366,10366,10366,Beauty and the Beast (Tour),"Columbus, OH","Jan 27, 2003 - Feb 02, 2003",Ohio Theatre,2003-01-27 00:00:00,2003-02-02 00:00:00
10367,10367,10367,10367,Beauty and the Beast (Tour),"Kalamazoo, MI","Jan 20, 2003 - Jan 26, 2003",James W. Miller Auditorium,2003-01-20 00:00:00,2003-01-26 00:00:00
10368,10368,10368,10368,Beauty and the Beast (Tour),"Saginaw, MI","Jan 13, 2003 - Jan 19, 2003",The Dow Event Center,2003-01-13 00:00:00,2003-01-19 00:00:00
10369,10369,10369,10369,Beauty and the Beast (Tour),"Cincinnati, OH","Jan 06, 2003 - Jan 12, 2003",Aronoff Center For The Arts: Procter &amp; Gamble Hall,2003-01-06 00:00:00,2003-01-12 00:00:00
10370,10370,10370,10370,Beauty and the Beast (Tour),"Boston, MA","Dec 10, 2002 - Jan 05, 2003",Emerson Colonial Theatre,2002-12-10 00:00:00,2003-01-05 00:00:00
10371,10371,10371,10371,Beauty and the Beast (Tour),"Fresno, CA","Nov 19, 2002 - Nov 24, 2002",Saroyan Theatre,2002-11-19 00:00:00,2002-11-24 00:00:00
10372,10372,10372,10372,Beauty and the Beast (Tour),"Eugene, OR","Nov 05, 2002 - Nov 10, 2002",Hult Center For The Performing Arts,2002-11-05 00:00:00,2002-11-10 00:00:00
10373,10373,10373,10373,Beauty and the Beast (Tour),"San Francisco, CA","Oct 16, 2002 - Nov 03, 2002",Orpheum Theatre - San Francisco,2002-10-16 00:00:00,2002-11-03 00:00:00
10374,10374,10374,10374,Beauty and the Beast (Tour),"Seattle, WA","Oct 02, 2002 - Oct 13, 2002",Paramount Theatre,2002-10-02 00:00:00,2002-10-13 00:00:00
10375,10375,10375,10375,Beauty and the Beast (Tour),"Thousand Oaks, CA","Sep 25, 2002 - Sep 29, 2002",Thousand Oaks Civic Arts Plaza,2002-09-25 00:00:00,2002-09-29 00:00:00
10376,10376,10376,10376,Beauty and the Beast (Tour),"Long Beach, CA","Sep 17, 2002 - Sep 22, 2002",Terrace Theatre at the Long Beach Convention &amp; Entertainment Center,2002-09-17 00:00:00,2002-09-22 00:00:00
10377,10377,10377,10377,Beauty and the Beast (Tour),"Pasadena, CA","Sep 11, 2002 - Sep 15, 2002",Pasadena Civic Auditorium,2002-09-11 00:00:00,2002-09-15 00:00:00
10378,10378,10378,10378,Beauty and the Beast (Tour),"Tempe, AZ","Sep 02, 2002 - Sep 08, 2002",ASU Gammage,2002-09-02 00:00:00,2002-09-08 00:00:00
10379,10379,10379,10379,Beauty and the Beast (Tour),"San Diego, CA","Aug 21, 2002 - Sep 01, 2002",San Diego Civic Theatre,2002-08-21 00:00:00,2002-09-01 00:00:00
10380,10380,10380,10380,Beauty and the Beast (Tour),"Salt Lake City, UT","Jul 31, 2002 - Aug 18, 2002",Capitol Theatre,2002-07-31 00:00:00,2002-08-18 00:00:00
10381,10381,10381,10381,Beauty and the Beast (Tour),"Tulsa, OK","Jul 24, 2002 - Jul 28, 2002",Chapman Music Hall At Tulsa Performing Arts Center,2002-07-24 00:00:00,2002-07-28 00:00:00
10382,10382,10382,10382,Beauty and the Beast (Tour),"Little Rock, AR","Jul 17, 2002 - Jul 21, 2002",Robinson Center Music Hall,2002-07-17 00:00:00,2002-07-21 00:00:00
10383,10383,10383,10383,Beauty and the Beast (Tour),"Charlotte, NC","Jul 09, 2002 - Jul 14, 2002",Belk Theater,2002-07-09 00:00:00,2002-07-14 00:00:00
10384,10384,10384,10384,Beauty and the Beast (Tour),"Memphis, TN","Jun 25, 2002 - Jun 30, 2002",Orpheum Theatre - Memphis,2002-06-25 00:00:00,2002-06-30 00:00:00
10385,10385,10385,10385,Beauty and the Beast (Tour),"San Antonio, TX","Jun 18, 2002 - Jun 23, 2002",Majestic Theatre - San Antonio,2002-06-18 00:00:00,2002-06-23 00:00:00
10386,10386,10386,10386,Beauty and the Beast (Tour),"Houston, TX","Jun 05, 2002 - Jun 16, 2002",Jones Hall For The Performing Arts,2002-06-05 00:00:00,2002-06-16 00:00:00
10387,10387,10387,10387,Beauty and the Beast (Tour),"Lincoln, NE","May 28, 2002 - Jun 02, 2002",Lied Center For Performing Arts,2002-05-28 00:00:00,2002-06-02 00:00:00
10388,10388,10388,10388,Beauty and the Beast (Tour),"Kansas City, MO","May 15, 2002 - May 19, 2002",Municipal Auditorium Music Hall,2002-05-15 00:00:00,2002-05-19 00:00:00
10389,10389,10389,10389,Beauty and the Beast (Tour),"Raleigh, NC","May 07, 2002 - May 12, 2002",Raleigh Memorial Auditorium at Progress Energy Center for the Performing Arts,2002-05-07 00:00:00,2002-05-12 00:00:00
10390,10390,10390,10390,Beauty and the Beast (Tour),"Baltimore, MD","Apr 24, 2002 - May 05, 2002",Morris A. Mechanic Theatre,2002-04-24 00:00:00,2002-05-05 00:00:00
10391,10391,10391,10391,Beauty and the Beast (Tour),"Buffalo, NY","Apr 16, 2002 - Apr 21, 2002",Shea's Performing Arts Center,2002-04-16 00:00:00,2002-04-21 00:00:00
10392,10392,10392,10392,Beauty and the Beast (Tour),"Rochester, NY","Apr 09, 2002 - Apr 14, 2002",Auditorium Theatre - Rochester,2002-04-09 00:00:00,2002-04-14 00:00:00
10393,10393,10393,10393,Beauty and the Beast (Tour),"Syracuse, NY","Apr 03, 2002 - Apr 07, 2002",Crouse-Hinds Theater - Mulroy Civic Center at Oncenter,2002-04-03 00:00:00,2002-04-07 00:00:00
10394,10394,10394,10394,Beauty and the Beast (Tour),"Greensboro, NC","Mar 25, 2002 - Mar 31, 2002",War Memorial Auditorium,2002-03-25 00:00:00,2002-03-31 00:00:00
10395,10395,10395,10395,Beauty and the Beast (Tour),"Chattanooga, TN","Mar 19, 2002 - Mar 24, 2002",Memorial Auditorium (TN),2002-03-19 00:00:00,2002-03-24 00:00:00
10396,10396,10396,10396,Beauty and the Beast (Tour),"Tampa, FL","Mar 05, 2002 - Mar 17, 2002","David A. Straz, Jr. Center for the Performing Arts",2002-03-05 00:00:00,2002-03-17 00:00:00
10397,10397,10397,10397,Beauty and the Beast (Tour),"Miami, FL","Feb 27, 2002 - Mar 03, 2002",Jackie Gleason Theater Of Performing Arts,2002-02-27 00:00:00,2002-03-03 00:00:00
10398,10398,10398,10398,Beauty and the Beast (Tour),"Greenville, SC","Feb 20, 2002 - Feb 24, 2002",Peace Center For The Performing Arts,2002-02-20 00:00:00,2002-02-24 00:00:00
10399,10399,10399,10399,Beauty and the Beast (Tour),"Cleveland, OH","Feb 06, 2002 - Feb 17, 2002",Allen Theatre,2002-02-06 00:00:00,2002-02-17 00:00:00
10400,10400,10400,10400,Beauty and the Beast (Tour),"Richmond, VA","Jan 23, 2002 - Feb 03, 2002",Altria Theater,2002-01-23 00:00:00,2002-02-03 00:00:00
10401,10401,10401,10401,Beauty and the Beast (Tour),"Grand Rapids, MI","Jan 15, 2002 - Jan 20, 2002",DeVos Hall,2002-01-15 00:00:00,2002-01-20 00:00:00
10402,10402,10402,10402,Beauty and the Beast (Tour),"Toledo, OH","Jan 08, 2002 - Jan 13, 2002",Stranahan Theater And Great Hall,2002-01-08 00:00:00,2002-01-13 00:00:00
10403,10403,10403,10403,Beauty and the Beast (Tour),"Chicago, IL","Nov 27, 2001 - Jan 06, 2002",Cadillac Palace Theatre,2001-11-27 00:00:00,2002-01-06 00:00:00
10404,10404,10404,10404,Beauty and the Beast (Tour),"Philadelphia, PA","Oct 30, 2001 - Nov 25, 2001",Forrest Theatre,2001-10-30 00:00:00,2001-11-25 00:00:00
10405,10405,10405,10405,Beauty and the Beast (Tour),"Huntsville, AL","Oct 23, 2001 - Oct 28, 2001",Von Braun Center,2001-10-23 00:00:00,2001-10-28 00:00:00
10406,10406,10406,10406,Beauty and the Beast (Tour),"Wichita, KS","Oct 16, 2001 - Oct 21, 2001",Century II Concert Hall,2001-10-16 00:00:00,2001-10-21 00:00:00
10407,10407,10407,10407,Beauty and the Beast (Tour),"Oklahoma City, OK","Oct 09, 2001 - Oct 14, 2001",Civic Center Music Hall,2001-10-09 00:00:00,2001-10-14 00:00:00
10408,10408,10408,10408,Beauty and the Beast (Tour),"Denver, CO","Sep 24, 2001 - Oct 07, 2001",Buell Theatre,2001-09-24 00:00:00,2001-10-07 00:00:00
10409,10409,10409,10409,Beauty and the Beast (Tour),"Tucson, AZ","Sep 19, 2001 - Sep 23, 2001",Centennial Hall,2001-09-19 00:00:00,2001-09-23 00:00:00
10410,10410,10410,10410,Beauty and the Beast (Tour),"San Jose, CA","Aug 29, 2001 - Sep 16, 2001",San Jose Center For The Performing Arts,2001-08-29 00:00:00,2001-09-16 00:00:00
10411,10411,10411,10411,Beauty and the Beast (Tour),"Portland, OR","Aug 15, 2001 - Aug 26, 2001",Keller Auditorium,2001-08-15 00:00:00,2001-08-26 00:00:00
10412,10412,10412,10412,Beauty and the Beast (Tour),"Spokane, WA","Aug 01, 2001 - Aug 12, 2001",First Interstate Center for the Arts,2001-08-01 00:00:00,2001-08-12 00:00:00
10413,10413,10413,10413,Beauty and the Beast (Tour),"Boise, ID","Jul 24, 2001 - Jul 29, 2001",Morrison Center for the Performing Arts,2001-07-24 00:00:00,2001-07-29 00:00:00
10414,10414,10414,10414,Beauty and the Beast (Tour),"Omaha, NE","Jul 10, 2001 - Jul 22, 2001",Orpheum Theater - Omaha,2001-07-10 00:00:00,2001-07-22 00:00:00
10415,10415,10415,10415,Beauty and the Beast (Tour),"Milwaukee, WI","Jun 27, 2001 - Jul 08, 2001",Uihlein Hall at Marcus Performing Arts Center,2001-06-27 00:00:00,2001-07-08 00:00:00
10416,10416,10416,10416,Beauty and the Beast (Tour),"Ottawa, ON","Jun 13, 2001 - Jun 24, 2001",National Arts Centre:  Opera Stage,2001-06-13 00:00:00,2001-06-24 00:00:00
10417,10417,10417,10417,Beauty and the Beast (Tour),"Toronto, ON","May 16, 2001 - Jun 10, 2001",Meridian Hall,2001-05-16 00:00:00,2001-06-10 00:00:00
10418,10418,10418,10418,Beauty and the Beast (Tour),"Washington, DC","Apr 25, 2001 - May 13, 2001",Opera House (DC),2001-04-25 00:00:00,2001-05-13 00:00:00
10419,10419,10419,10419,Beauty and the Beast (Tour),"Pittsburgh, PA","Apr 04, 2001 - Apr 22, 2001",Benedum Center,2001-04-04 00:00:00,2001-04-22 00:00:00
10420,10420,10420,10420,Beauty and the Beast (Tour),"Hartford, CT","Mar 26, 2001 - Apr 01, 2001",Bushnell,2001-03-26 00:00:00,2001-04-01 00:00:00
10421,10421,10421,10421,Beauty and the Beast (Tour),"Boston, MA","Mar 12, 2001 - Mar 25, 2001",Wang Theatre at the Boch Center,2001-03-12 00:00:00,2001-03-25 00:00:00
10422,10422,10422,10422,Beauty and the Beast (Tour),"Akron, OH","Mar 05, 2001 - Mar 11, 2001",E.J. Thomas Performing Arts Hall,2001-03-05 00:00:00,2001-03-11 00:00:00
10423,10423,10423,10423,Beauty and the Beast (Tour),"Detroit, MI","Feb 19, 2001 - Mar 04, 2001",Masonic Temple Theatre,2001-02-19 00:00:00,2001-03-04 00:00:00
10424,10424,10424,10424,Beauty and the Beast (Tour),"Birmingham, AL","Feb 12, 2001 - Feb 18, 2001",Birmingham-Jefferson Concert Hall,2001-02-12 00:00:00,2001-02-18 00:00:00
10425,10425,10425,10425,Beauty and the Beast (Tour),"Fort Myers, FL","Jan 22, 2001 - Feb 11, 2001",Barbara B. Mann Performing Arts Hall,2001-01-22 00:00:00,2001-02-11 00:00:00
10426,10426,10426,10426,Beauty and the Beast (Tour),"Jacksonville, FL","Jan 15, 2001 - Jan 21, 2001",Moran Theatre at Times Union Center,2001-01-15 00:00:00,2001-01-21 00:00:00
10427,10427,10427,10427,Beauty and the Beast (Tour),"Atlanta, GA","Jan 01, 2001 - Jan 14, 2001",Fox Theatre,2001-01-01 00:00:00,2001-01-14 00:00:00
10428,10428,10428,10428,Beauty and the Beast (Tour),"Fort Worth, TX","Dec 18, 2000 - Dec 30, 2000",Bass Performance Hall,2000-12-18 00:00:00,2000-12-30 00:00:00
10429,10429,10429,10429,Beauty and the Beast (Tour),"New Orleans, LA","Dec 11, 2000 - Dec 17, 2000",Saenger Theatre (LA),2000-12-11 00:00:00,2000-12-17 00:00:00
10430,10430,10430,10430,Beauty and the Beast (Tour),"Lubbock, TX","Dec 04, 2000 - Dec 10, 2000",Lubbock Municipal Auditorium,2000-12-04 00:00:00,2000-12-10 00:00:00
10431,10431,10431,10431,Beauty and the Beast (Tour),"Austin, TX","Nov 20, 2000 - Dec 03, 2000",Bass Concert Hall at University of Texas at Austin Performing Arts Center,2000-11-20 00:00:00,2000-12-03 00:00:00
10432,10432,10432,10432,Beauty and the Beast (Tour),"Springfield, MO","Nov 13, 2000 - Nov 19, 2000",Hammons Hall,2000-11-13 00:00:00,2000-11-19 00:00:00
10433,10433,10433,10433,Beauty and the Beast (Tour),"Minneapolis, MN","Oct 30, 2000 - Nov 12, 2000",Orpheum Theatre - Minneapolis,2000-10-30 00:00:00,2000-11-12 00:00:00
10434,10434,10434,10434,Beauty and the Beast (Tour),"Iowa City, IA","Oct 23, 2000 - Oct 29, 2000",Hancher Auditorium,2000-10-23 00:00:00,2000-10-29 00:00:00
10435,10435,10435,10435,Beauty and the Beast (Tour),"St. Louis, MO","Oct 09, 2000 - Oct 22, 2000",Fox Theatre - St. Louis,2000-10-09 00:00:00,2000-10-22 00:00:00
10436,10436,10436,10436,Beauty and the Beast (Tour),"Sacramento, CA","Sep 27, 2000 - Oct 08, 2000",Sacramento Community Center Theater,2000-09-27 00:00:00,2000-10-08 00:00:00
10437,10437,10437,10437,Beauty and the Beast (Tour),"Vancouver, BC","Sep 13, 2000 - Sep 24, 2000",Queen Elizabeth Theatre,2000-09-13 00:00:00,2000-09-24 00:00:00
10438,10438,10438,10438,Beauty and the Beast (Tour),"Edmonton, AB","Sep 05, 2000 - Sep 10, 2000",Northern Alberta Jubilee Auditorium,2000-09-05 00:00:00,2000-09-10 00:00:00
10439,10439,10439,10439,Beauty and the Beast (Tour),"Regina, SK","Aug 29, 2000 - Sep 03, 2000",Regina Centre,2000-08-29 00:00:00,2000-09-03 00:00:00
10440,10440,10440,10440,Beauty and the Beast (Tour),"Calgary, AB","Aug 23, 2000 - Aug 27, 2000",Southern Alberta Jubilee Auditorium,2000-08-23 00:00:00,2000-08-27 00:00:00
10441,10441,10441,10441,Beauty and the Beast (Tour),"Salt Lake City, UT","Jul 26, 2000 - Aug 20, 2000",Capitol Theatre,2000-07-26 00:00:00,2000-08-20 00:00:00
10442,10442,10442,10442,Beauty and the Beast (Tour),"Costa Mesa, CA","Jul 11, 2000 - Jul 23, 2000",Segerstrom Center for the Arts,2000-07-11 00:00:00,2000-07-23 00:00:00
10443,10443,10443,10443,Beauty and the Beast (Tour),"San Francisco, CA","Jun 08, 2000 - Jul 09, 2000",Orpheum Theatre - San Francisco,2000-06-08 00:00:00,2000-07-09 00:00:00
10444,10444,10444,10444,Beauty and the Beast (Tour),"Kansas City, MO","May 24, 2000 - Jun 04, 2000",Municipal Auditorium Music Hall,2000-05-24 00:00:00,2000-06-04 00:00:00
10445,10445,10445,10445,Beauty and the Beast (Tour),"Charlotte, NC","May 09, 2000 - May 21, 2000",Belk Theater,2000-05-09 00:00:00,2000-05-21 00:00:00
10446,10446,10446,10446,Beauty and the Beast (Tour),"Raleigh, NC","Apr 25, 2000 - May 07, 2000",Raleigh Memorial Auditorium at Progress Energy Center for the Performing Arts,2000-04-25 00:00:00,2000-05-07 00:00:00
10447,10447,10447,10447,Beauty and the Beast (Tour),"Orlando, FL","Apr 11, 2000 - Apr 23, 2000",Bob Carr Performing Arts Centre,2000-04-11 00:00:00,2000-04-23 00:00:00
10448,10448,10448,10448,Beauty and the Beast (Tour),"Norfolk, VA","Mar 28, 2000 - Apr 09, 2000",Chrysler Hall,2000-03-28 00:00:00,2000-04-09 00:00:00
10449,10449,10449,10449,Beauty and the Beast (Tour),"Columbus, OH","Mar 14, 2000 - Mar 26, 2000",Ohio Theatre,2000-03-14 00:00:00,2000-03-26 00:00:00
10450,10450,10450,10450,Beauty and the Beast (Tour),"Green Bay, WI","Mar 01, 2000 - Mar 12, 2000",Weidner Center For The Performing Arts,2000-03-01 00:00:00,2000-03-12 00:00:00
10451,10451,10451,10451,Beauty and the Beast (Tour),"Rochester, NY","Feb 15, 2000 - Feb 27, 2000",Auditorium Theatre - Rochester,2000-02-15 00:00:00,2000-02-27 00:00:00
10452,10452,10452,10452,Beauty and the Beast (Tour),"Buffalo, NY","Feb 01, 2000 - Feb 13, 2000",Shea's Performing Arts Center,2000-02-01 00:00:00,2000-02-13 00:00:00
10453,10453,10453,10453,Beauty and the Beast (Tour),"Indianapolis, IN","Jan 19, 2000 - Jan 30, 2000",Murat Centre,2000-01-19 00:00:00,2000-01-30 00:00:00
10454,10454,10454,10454,Beauty and the Beast (Tour),"Providence, RI","Jan 05, 2000 - Jan 16, 2000",Providence Performing Arts Center,2000-01-05 00:00:00,2000-01-16 00:00:00
10455,10455,10455,10455,Beauty and the Beast (Tour),"Philadelphia, PA","Dec 08, 1999 - Jan 02, 2000",Forrest Theatre,1999-12-08 00:00:00,2000-01-02 00:00:00
10456,10456,10456,10456,Beauty and the Beast (Tour),"Baltimore, MD","Nov 18, 1999 - Dec 05, 1999",Morris A. Mechanic Theatre,1999-11-18 00:00:00,1999-12-05 00:00:00
10457,10457,10457,10457,Beauty and the Beast (Tour),"Nashville, TN","Nov 09, 1999 - Nov 14, 1999",Orpheum - Nashville,1999-11-09 00:00:00,1999-11-14 00:00:00
10458,10458,10458,10458,Beauty and the Beast (Tour),"Memphis, TN","Oct 21, 1999 - Oct 31, 1999",Orpheum Theatre - Memphis,1999-10-21 00:00:00,1999-10-31 00:00:00
